Timestamp,Data
2023-08-02 14:14:47.244174,AcX	AcY	AcZ	GyX	GyY	GyZ
2023-08-02 14:14:55.612686,-561	-731	4903	414	87	998
2023-08-02 14:14:55.641701,-1173	-700	4222	82	657	680
2023-08-02 14:14:55.673760,-2791	-768	4615	-699	312	296
2023-08-02 14:14:55.703129,-1578	-728	4454	-617	250	36
2023-08-02 14:14:55.735267,-1272	-747	5012	-464	-553	-73
2023-08-02 14:14:55.768583,-845	-485	4679	-173	-485	-225
2023-08-02 14:14:55.797248,-478	-437	5000	358	310	-291
2023-08-02 14:14:55.830220,-1634	-798	4419	351	400	-373
2023-08-02 14:14:55.862218,-543	-380	5080	-135	710	-331
2023-08-02 14:14:55.886885,-177	-119	4539	-446	11	-8
2023-08-02 14:14:55.920336,-1035	-78	4565	-601	-697	228
2023-08-02 14:14:55.953155,-3550	-260	5137	-588	-104	455
2023-08-02 14:14:55.981405,-2351	-60	4872	-91	-146	338
2023-08-02 14:14:56.009923,-1021	-226	4799	256	17	336
2023-08-02 14:14:56.038321,-458	-206	4426	-41	929	351
2023-08-02 14:14:56.071614,-992	-842	5192	-43	-32	464
2023-08-02 14:14:56.100923,-3294	-685	4446	-354	-604	701
2023-08-02 14:14:56.132928,-1658	-813	4535	-334	-97	927
2023-08-02 14:14:56.161928,-1647	-871	5264	-330	29	685
2023-08-02 14:14:56.193763,-1185	-699	4352	-488	-189	343
2023-08-02 14:14:56.222892,-358	-259	4833	170	554	206
2023-08-02 14:14:56.251449,-485	-245	4610	283	154	160
2023-08-02 14:14:56.284728,-391	-378	4660	-86	-158	-84
2023-08-02 14:14:56.312907,-794	-601	4835	-241	-43	-507
2023-08-02 14:14:56.345528,-1252	-667	4670	-16	359	-884
2023-08-02 14:14:56.378690,-1244	-858	4836	-917	191	-925
2023-08-02 14:14:56.410989,-1084	-394	4991	-189	158	-682
2023-08-02 14:14:56.440137,-470	-314	4654	1	-352	-622
2023-08-02 14:14:56.469095,-109	-356	5151	35	-343	-378
2023-08-02 14:14:56.497051,-543	-408	4569	-81	557	3
2023-08-02 14:14:56.526039,-1840	-667	4402	-132	262	377
2023-08-02 14:14:56.559024,-1133	-335	4889	-169	273	683
2023-08-02 14:14:56.591445,-1557	-347	4812	-466	-290	888
2023-08-02 14:14:56.620443,-687	-337	5176	-458	-568	970
2023-08-02 14:14:56.653308,-1444	-660	4846	-20	-315	693
2023-08-02 14:14:56.681506,-1654	-455	4499	131	238	627
2023-08-02 14:14:56.710318,-919	-659	4806	311	771	554
2023-08-02 14:14:56.742804,-675	-614	4614	-114	266	237
2023-08-02 14:14:56.776266,-1885	-917	5022	-262	-422	-62
2023-08-02 14:14:56.808650,-2137	-580	4570	-486	-1036	-262
2023-08-02 14:14:56.841701,-2112	-1120	4827	-103	-419	-269
2023-08-02 14:14:56.874771,-1491	-1036	4887	-9	15	-518
2023-08-02 14:14:56.906517,-1570	-846	4515	-187	300	-409
2023-08-02 14:14:56.935605,-1125	-689	5046	302	549	-376
2023-08-02 14:14:56.968509,-1994	-582	4845	-59	-107	-379
2023-08-02 14:14:57.001083,-1093	-823	4674	-290	-494	-254
2023-08-02 14:14:57.029960,-1077	-775	5095	-401	93	120
2023-08-02 14:14:57.061960,-468	-269	4674	-651	174	228
2023-08-02 14:14:57.091685,76	-139	5013	-169	389	448
2023-08-02 14:14:57.115641,3	-30	4811	325	248	394
2023-08-02 14:14:57.144611,-309	-640	4571	197	79	299
2023-08-02 14:14:57.172694,-837	-543	4517	-115	-661	118
2023-08-02 14:14:57.206207,-823	-555	4589	-394	-71	420
2023-08-02 14:14:57.234206,-1124	-890	4393	-857	53	726
2023-08-02 14:14:57.267208,-2010	-1167	4989	-445	338	727
2023-08-02 14:14:57.300159,-3705	-1023	5202	-480	261	-28
2023-08-02 14:14:57.333160,-1963	-778	4690	-117	271	-1477
2023-08-02 14:14:57.361059,538	-619	4836	341	19	-2016
2023-08-02 14:14:57.389907,418	-525	5087	38	788	-1869
2023-08-02 14:14:57.422924,635	-351	4550	-424	764	-1703
2023-08-02 14:14:57.455974,1276	-275	4893	-551	-156	-1390
2023-08-02 14:14:57.487954,2007	-147	4766	-223	-386	-1117
2023-08-02 14:14:57.517237,1634	-409	5430	283	-728	-947
2023-08-02 14:14:57.546138,964	-454	5155	249	262	-872
2023-08-02 14:14:57.578319,685	-165	4791	-68	701	-752
2023-08-02 14:14:57.607245,558	-318	4845	-252	159	-579
2023-08-02 14:14:57.636865,249	6	5228	-523	-381	-444
2023-08-02 14:14:57.664822,469	19	4749	-569	-329	-148
2023-08-02 14:14:57.689659,28	-108	4698	144	-723	46
2023-08-02 14:14:57.717648,-1700	34	4101	205	410	37
2023-08-02 14:14:57.750657,-2858	-23	3914	377	3186	-567
2023-08-02 14:14:57.783562,-2782	-577	3792	-36	6690	-1863
2023-08-02 14:14:57.816483,-1225	-554	4121	-753	10238	-258
2023-08-02 14:14:57.848432,-1634	-198	3658	-71	14438	-709
2023-08-02 14:14:57.881584,-2021	165	1619	-4336	14465	945
2023-08-02 14:14:57.918913,-1711	-905	741	-8014	11241	3392
2023-08-02 14:14:57.951455,-1579	-897	468	-10943	6416	5385
2023-08-02 14:14:57.988644,-7013	-3038	7322	9722	-20747	4603
2023-08-02 14:14:58.025298,-2058	419	8047	10204	-21885	-5391
2023-08-02 14:14:58.058197,-1633	288	5087	-375	-6934	-5932
2023-08-02 14:14:58.095105,-1775	-345	3426	-7286	-3095	-4482
2023-08-02 14:14:58.131256,107	-1697	6080	-401	-10564	-5078
